"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.764975558E1,9.149342775E-3,5.101048946E-2,-8.664512634E-2,1.009611729E-1
1.765480621E1,-3.774321079E-2,7.115924358E-2,-1.283226013E-1,1.515086727E-1
1.765985683E1,-6.974101067E-2,5.840480328E-2,-1.103105545E-1,1.429802366E-1
1.766493214E1,-8.212268353E-2,1.527512074E-2,-7.585048676E-2,1.128306732E-1
1.766998272E1,-9.654343128E-2,6.344199181E-3,-6.548595428E-2,1.168301896E-1
1.767503334E1,-1.460330486E-1,2.619481087E-2,-7.421875000E-2,1.658922610E-1
1.768008391E1,-1.331706643E-1,1.973760128E-2,-7.336807251E-2,1.533195121E-1
1.768513454E1,-1.155996025E-1,3.227269650E-2,-6.776332855E-2,1.378283850E-1
1.769018516E1,-8.378773928E-2,3.730571270E-2,-1.049299240E-1,1.393642365E-1
1.769522490E1,-3.301489353E-2,6.815791130E-2,-1.227445602E-1,1.442279832E-1
1.770027553E1,6.051361561E-4,6.755065918E-2,-1.475038528E-1,1.622370006E-1
1.770532610E1,7.503092289E-3,9.994494915E-2,-1.886682510E-1,2.136375393E-1
1.771037673E1,2.595698833E-2,1.270028353E-1,-2.175846100E-1,2.532716879E-1
1.771542730E1,7.699924707E-2,1.274460554E-1,-2.509994507E-1,2.918426037E-1
1.772047792E1,8.900481462E-2,1.252052784E-1,-2.532415390E-1,2.961916539E-1
1.772554365E1,1.074410528E-1,1.917176247E-1,-2.625923157E-1,3.424236436E-1
1.773059428E1,1.420994997E-1,2.077174187E-1,-2.291049957E-1,3.403349716E-1
1.773564490E1,1.905231327E-1,1.760950089E-1,-2.933015823E-1,3.915792824E-1
1.774069548E1,1.622752994E-1,1.662948132E-1,-2.857227325E-1,3.682726131E-1
1.774574610E1,1.460536271E-1,1.328966618E-1,-2.900953293E-1,3.509251840E-1
1.775079673E1,1.083667278E-1,1.142010689E-1,-3.205871582E-1,3.571573293E-1
1.775584933E1,9.911686182E-2,6.758463383E-2,-2.724924088E-1,2.977313350E-1
1.776089996E1,8.255788684E-2,4.560112953E-2,-2.367401123E-1,2.548355322E-1
1.776595058E1,5.191400647E-2,9.975552559E-3,-1.989564896E-1,2.058598078E-1
1.777100115E1,2.174121141E-2,-1.759660244E-2,-1.781806946E-1,1.803626364E-1
1.777605178E1,-4.586869478E-2,-3.491187096E-2,-1.029901505E-1,1.180243491E-1
1.778110235E1,-6.015419960E-2,-4.216933250E-2,-4.033374786E-2,8.380687054E-2
1.778615548E1,-6.195592880E-2,-6.563973427E-2,-6.136703491E-2,1.091468039E-1
1.779120610E1,-1.013568938E-1,-8.628451824E-2,-1.572608948E-2,1.340356217E-1
1.779625673E1,-1.685295701E-1,-7.577431202E-2,-6.094932556E-3,1.848813418E-1
1.780130730E1,-1.684018970E-1,-8.663773537E-2,-2.267837524E-2,1.907343828E-1
1.780635792E1,-1.729052365E-1,-1.046530008E-1,8.403778076E-3,2.022846877E-1
1.781140855E1,-1.746473610E-1,-9.897756577E-2,-2.487468719E-2,2.022795326E-1
1.781645865E1,-1.859593391E-1,-7.234513760E-2,-3.883171082E-2,2.032796018E-1
1.782150928E1,-1.878212094E-1,-5.359756947E-2,-6.924438477E-2,2.072300436E-1
1.782655990E1,-1.517353058E-1,-3.062915802E-2,-1.159925461E-1,1.934322080E-1
1.783161048E1,-1.447303295E-1,-1.550555229E-2,-1.884307861E-1,2.381038672E-1
1.783666110E1,-1.262845695E-1,2.757632732E-2,-2.008409500E-1,2.388416495E-1
1.784171167E1,-1.059311926E-1,1.297307014E-2,-2.535066605E-1,2.750551672E-1
1.784673803E1,-6.695318222E-2,1.735210419E-2,-2.582130432E-1,2.673159176E-1
1.785178865E1,-3.552526236E-2,4.543972015E-2,-2.985162735E-1,3.040374615E-1
1.785683928E1,-7.088840008E-3,7.329785824E-2,-3.171157837E-1,3.255537558E-1
1.786188985E1,-1.461526752E-2,8.931183815E-2,-3.593492508E-1,3.705699590E-1
1.786694048E1,-7.571339607E-3,1.269365549E-1,-3.656291962E-1,3.871109960E-1
1.787199110E1,3.056228161E-2,1.384321451E-1,-3.671331406E-1,3.935533696E-1
1.787704850E1,5.420726538E-2,1.621353626E-1,-3.544178009E-1,3.934949568E-1
1.788209907E1,2.770075202E-2,1.790493727E-1,-3.846321106E-1,4.251680492E-1
1.788714970E1,8.449494839E-3,1.299891472E-1,-3.505382538E-1,3.739594092E-1
1.789220027E1,2.466985583E-2,1.579412222E-1,-3.073072433E-1,3.463982870E-1
1.789725094E1,-9.615242481E-3,1.480801105E-1,-2.930116653E-1,3.284448326E-1
1.790230152E1,-8.140534163E-3,1.030476093E-1,-2.575054169E-1,2.774781393E-1
1.790735595E1,-3.547933698E-2,8.484017849E-2,-1.772098541E-1,1.996496222E-1
1.791240657E1,-7.692816854E-2,6.208980083E-2,-1.189718246E-1,1.546847812E-1
1.791745720E1,-5.624917150E-2,5.626738071E-2,-4.697704315E-2,9.239496745E-2
1.792250777E1,-8.319512010E-2,9.955048561E-3,-3.257560730E-2,8.989828247E-2
1.792755845E1,-1.404280961E-1,2.558624744E-2,3.875732422E-2,1.479082026E-1
1.793260902E1,-1.371772289E-1,-4.258155823E-3,6.678295135E-2,1.526292456E-1
1.793769766E1,-1.548759043E-1,-8.031845093E-3,9.225368500E-2,1.804488810E-1
1.794274829E1,-1.770414710E-1,-9.723544121E-3,7.004356384E-2,1.906418910E-1
1.794779886E1,-1.655105948E-1,5.069851875E-3,5.042266846E-2,1.730950776E-1
1.795284949E1,-1.896628141E-1,-2.322995663E-2,6.662464142E-2,2.023621921E-1
1.795790011E1,-1.970431507E-1,5.560874939E-3,4.469871521E-2,2.021259550E-1
1.796295069E1,-1.998253167E-1,1.030230522E-2,4.433345795E-2,2.049432852E-1
1.796799683E1,-1.649063528E-1,-2.306199074E-2,-1.779747009E-2,1.674595788E-1
1.797304746E1,-1.614329815E-1,3.079771996E-3,6.115913391E-3,1.615781449E-1
1.797809803E1,-1.628836989E-1,-3.755939007E-2,-8.176803589E-3,1.673579018E-1
1.798314865E1,-1.549121439E-1,-3.984737396E-2,2.278041840E-2,1.615689729E-1
1.798819928E1,-1.421977580E-1,-1.118028164E-2,4.159641266E-2,1.485781364E-1
1.799324985E1,-1.747245491E-1,-6.589591503E-2,3.412628174E-2,1.898302999E-1
1.799829318E1,-2.189033031E-1,-5.611777306E-2,9.324264526E-2,2.444627814E-1
1.800334381E1,-2.509593666E-1,-7.255852222E-2,6.159210205E-2,2.684006890E-1
1.800839438E1,-2.588671148E-1,-8.417308331E-2,7.297801971E-2,2.818210113E-1
1.801344501E1,-2.213620245E-1,-6.028246880E-2,1.009311676E-1,2.506436166E-1
1.801849563E1,-1.482846439E-1,-4.167485237E-2,7.881450653E-2,1.730227019E-1
1.802354621E1,-1.372000873E-1,-4.714632034E-2,4.266262054E-2,1.512175210E-1
1.802858928E1,-8.537441492E-2,-2.950906754E-3,5.912208557E-2,1.038889772E-1
1.803363990E1,-7.392534614E-2,5.282759666E-3,3.032302856E-2,8.007715287E-2
1.803869053E1,-4.785591364E-2,2.299976349E-2,-1.722717285E-2,5.582072263E-2
1.804374110E1,-1.441472769E-2,9.034860134E-2,-6.197547913E-2,1.105061725E-1
1.804879173E1,4.742205143E-3,1.119444370E-1,-9.207916260E-2,1.450262655E-1
1.805384235E1,1.430708170E-2,9.071063995E-2,-1.647014618E-1,1.885727560E-1
1.805889699E1,2.861499786E-2,1.150023937E-1,-1.939802170E-1,2.273162846E-1
1.806394761E1,3.126636147E-2,1.489696503E-1,-2.254199982E-1,2.719994809E-1
1.806899818E1,7.626086473E-3,1.450679302E-1,-2.423992157E-1,2.825955437E-1
1.807404876E1,-3.495380282E-2,1.488020420E-1,-2.545471191E-1,2.969142164E-1
1.807909938E1,-1.554080844E-2,1.552550793E-1,-2.500133514E-1,2.947071975E-1
1.808414996E1,-4.393848777E-2,1.384254694E-1,-2.740926743E-1,3.101918686E-1
1.808920199E1,-6.534931064E-2,1.126455069E-1,-2.552757263E-1,2.865750147E-1
1.809425256E1,-4.399749637E-2,1.371672153E-1,-2.223920822E-1,2.649695509E-1
1.809930318E1,-4.441168904E-2,1.046271324E-1,-2.254428864E-1,2.524752066E-1
1.810435376E1,-2.862209082E-2,9.368121624E-2,-2.023496628E-1,2.248127674E-1
1.810940438E1,-1.550793648E-2,9.955430031E-2,-1.200780869E-1,1.567491682E-1
1.811445496E1,-1.684790850E-2,1.291377544E-1,-9.313392639E-2,1.601072762E-1
1.811948975E1,-3.735148907E-2,1.227276325E-1,-4.740238190E-2,1.367632675E-1
1.812454037E1,-1.740780473E-2,1.399215460E-1,-6.784439087E-3,1.411633781E-1
1.812959094E1,1.174333692E-2,1.638298035E-1,-6.862640381E-3,1.643934497E-1
1.813464152E1,2.390661836E-2,1.493699551E-1,7.328033447E-3,1.514483739E-1
1.813969209E1,5.735445023E-2,1.727814674E-1,5.054473877E-5,1.820521107E-1
1.814474272E1,5.478644371E-2,1.598970890E-1,-1.661777496E-2,1.698375222E-1
1.814980423E1,6.173628569E-2,1.587883234E-1,-2.599620819E-2,1.723395006E-1
1.815485480E1,1.232709289E-1,1.408538818E-1,-3.764629364E-2,1.909261149E-1
1.815990542E1,1.461712420E-1,1.205532551E-1,-2.543354034E-2,1.911700402E-1
1.816495600E1,1.428263485E-1,1.312608719E-1,-7.270145416E-2,2.071576302E-1
1.817000657E1,1.490818262E-1,1.609944105E-1,-6.019783020E-2,2.275266355E-1
1.817505720E1,1.149133146E-1,1.645096540E-1,-6.444549561E-2,2.107646034E-1
1.818009209E1,8.368143439E-2,1.372752190E-1,-4.015922546E-2,1.657100830E-1
1.818514266E1,2.895626426E-2,1.603107452E-1,-4.697513580E-2,1.695425128E-1
1.819019329E1,7.950812578E-3,1.357498169E-1,-7.037639618E-2,1.531145498E-1
1.819524386E1,-8.147180080E-3,1.520305872E-1,-3.897666931E-2,1.571586992E-1
1.820029449E1,-6.912150979E-2,1.564944983E-1,-7.912158966E-2,1.884901511E-1
1.820534511E1,-5.111598969E-2,1.751133204E-1,-1.914978027E-2,1.834236447E-1
1.821039167E1,-2.127134800E-2,1.936643124E-1,-1.669597626E-2,1.955430688E-1
1.821544230E1,2.300861478E-2,2.237694263E-1,-3.560256958E-2,2.277491943E-1
1.822049287E1,6.017711759E-2,2.486532927E-1,-5.668449402E-2,2.620360229E-1
1.822554344E1,1.019880176E-1,2.374864817E-1,-7.280635834E-2,2.685184361E-1
1.823059407E1,1.365499198E-1,2.523943186E-1,-1.410264969E-1,3.197455949E-1
1.823564464E1,1.873729527E-1,2.717820406E-1,-1.659040451E-1,3.694567000E-1
1.824068844E1,2.114288360E-1,2.766693830E-1,-1.739454269E-1,3.892365756E-1
1.824573907E1,2.111263722E-1,2.768915892E-1,-2.009563446E-1,4.020282946E-1
1.825078964E1,2.531357408E-1,2.818882465E-1,-2.443943024E-1,4.508517071E-1
1.825584022E1,2.611064911E-1,2.727774382E-1,-1.901149750E-1,4.227621485E-1
1.826089084E1,2.495115399E-1,2.354706526E-1,-1.577177048E-1,3.775941090E-1
1.826594141E1,1.806675494E-1,2.272179127E-1,-1.161317825E-1,3.126584944E-1
1.827101194E1,1.457758844E-1,2.383263111E-1,-1.791000366E-2,2.799478653E-1
1.827606256E1,7.565140724E-2,1.569190025E-1,-2.742767334E-2,1.763490460E-1
1.828111313E1,-5.429863930E-3,1.428697109E-1,1.776504517E-2,1.440723240E-1
1.828616371E1,-7.127746940E-2,1.030118465E-1,4.831600189E-2,1.342622591E-1
1.829121433E1,-1.435146928E-1,3.032624722E-2,2.397251129E-2,1.486298409E-1
1.829626496E1,-1.938602328E-1,-8.457064629E-3,2.120304108E-2,1.951995921E-1
1.830130667E1,-2.435337901E-1,-5.411863327E-2,3.510570526E-2,2.519324194E-1
1.830635725E1,-2.523089051E-1,-6.145966053E-2,2.752590179E-2,2.611412429E-1
1.831140787E1,-2.348455787E-1,-3.313124180E-2,5.089759827E-2,2.425710010E-1
1.831645845E1,-2.696573734E-1,-5.035722256E-2,6.935214996E-2,2.829499419E-1
1.832150902E1,-2.779550254E-1,-1.778399944E-2,7.818222046E-2,2.892883102E-1
1.832655964E1,-2.267017663E-1,9.691238403E-3,3.231620789E-2,2.291984909E-1
1.833161074E1,-1.475288272E-1,1.068139076E-2,2.484893799E-2,1.499877218E-1
1.833666131E1,-8.087891340E-2,3.282070160E-2,2.459812164E-2,9.068442355E-2
1.834171194E1,-5.435347557E-4,6.654441357E-2,1.723670959E-2,6.874269826E-2
1.834676251E1,6.714093685E-2,4.762125015E-2,1.469516754E-2,8.361600814E-2
1.835181308E1,1.435746551E-1,5.995261669E-2,1.451587677E-2,1.562648665E-1
1.835686371E1,1.695288420E-1,6.987440586E-2,2.858448029E-2,1.855789141E-1
1.836191428E1,2.048063427E-1,8.468687534E-2,1.400566101E-2,2.220667994E-1
1.836696485E1,2.158704996E-1,7.104194164E-2,1.852416992E-2,2.280135411E-1
1.837201548E1,2.005994022E-1,4.115843773E-2,6.336212158E-3,2.048762669E-1
1.837706605E1,1.592581272E-1,3.529381752E-2,2.037715912E-2,1.643898818E-1
1.838211667E1,8.715081215E-2,1.771593094E-2,8.653926849E-2,1.240893358E-1
1.838716725E1,2.954035997E-2,-2.140283585E-3,8.087253571E-2,8.612537787E-2
1.839221105E1,-1.599046588E-2,-5.315184593E-3,1.298913956E-1,1.309798489E-1
1.839726167E1,-4.205873609E-2,-3.253781796E-2,1.524133682E-1,1.614232997E-1
1.840231225E1,-6.564792991E-2,-3.864490986E-2,1.391677856E-1,1.586529304E-1
1.840736282E1,-7.218909264E-2,-4.528677464E-2,1.427412033E-1,1.662444230E-1
1.841241345E1,-7.124099135E-2,-3.816103935E-2,1.226081848E-1,1.468479171E-1
1.841746407E1,-4.376396537E-2,1.826882362E-3,2.905941010E-2,5.256492632E-2
1.842250480E1,-1.645696163E-2,1.972329617E-2,-1.377487183E-2,2.914767729E-2
1.842755537E1,4.875114560E-2,5.867803097E-2,-7.285499573E-2,1.054876103E-1
1.843260595E1,1.276895702E-1,1.067980528E-1,-1.171855927E-1,2.035753265E-1
1.843765652E1,1.963696778E-1,1.476006508E-1,-1.588020325E-1,2.925151073E-1
1.844270714E1,2.263247818E-1,1.813055277E-1,-2.119998932E-1,3.592193702E-1
1.844775772E1,2.938221395E-1,1.938339472E-1,-2.125597000E-1,4.111990696E-1
1.845283240E1,3.533485830E-1,2.424435616E-1,-2.155704498E-1,4.796923185E-1
1.845788303E1,3.433294296E-1,2.508004904E-1,-2.186288834E-1,4.780947311E-1
1.846293365E1,3.235969543E-1,2.336057425E-1,-1.671152115E-1,4.326824767E-1
1.846798423E1,3.086079657E-1,2.028007507E-1,-1.232252121E-1,3.892961262E-1
1.847303480E1,2.390777171E-1,1.441888809E-1,-9.163379669E-2,2.938457774E-1
1.847808542E1,1.986374259E-1,1.552358866E-1,-4.370975494E-2,2.558623656E-1
1.848312381E1,1.060909927E-1,1.377900839E-1,3.796577454E-3,1.739420017E-1
1.848817438E1,2.852144837E-2,5.171179771E-2,8.652400970E-2,1.047568007E-1
1.849322501E1,-3.227561712E-3,3.523707390E-2,1.210546494E-1,1.261201675E-1
1.849827558E1,-6.077063084E-2,2.052068710E-3,1.244449615E-1,1.385057003E-1
1.850332615E1,-7.521581650E-2,-3.128504753E-2,1.706132889E-1,1.890636602E-1
1.850837678E1,-8.700102568E-2,-4.809463024E-2,2.045707703E-1,2.274455363E-1
1.851342688E1,-5.583438277E-2,-6.984925270E-2,1.979055405E-1,2.171704385E-1
1.851847746E1,-8.674687147E-2,-5.870461464E-2,2.008600235E-1,2.265303523E-1
1.852352808E1,-6.049612164E-2,-2.924025059E-2,1.682224274E-1,1.811451298E-1
1.852857865E1,-3.438475728E-2,-7.572889328E-3,1.359090805E-1,1.403956493E-1
1.853362923E1,1.292851567E-2,-3.871607780E-2,1.015357971E-1,1.094330814E-1
1.853867985E1,8.622589707E-2,-6.294536591E-2,8.889579773E-2,1.389225945E-1
1.854373272E1,1.045348942E-1,1.026785374E-2,9.064388275E-2,1.387417976E-1
1.854878329E1,1.348410249E-1,6.754994392E-3,4.013919830E-2,1.408505846E-1
1.855383391E1,1.342908144E-1,2.455401421E-2,-7.546424866E-3,1.367255315E-1
1.855888449E1,1.242367327E-1,3.987908363E-2,-1.920604706E-2,1.318862363E-1
1.856393506E1,1.166083515E-1,6.236588955E-2,-8.305072784E-2,1.561551639E-1
1.856898568E1,1.111899912E-1,5.880558491E-2,-1.178998947E-1,1.723998148E-1
1.857404381E1,1.248585284E-1,6.035101414E-2,-1.144866943E-1,1.798307543E-1
1.857909444E1,1.454476416E-1,1.680517197E-2,-1.182394028E-1,1.881966701E-1
1.858414501E1,1.348582506E-1,-1.898002625E-2,-1.006183624E-1,1.693252610E-1
1.858919558E1,1.219147444E-1,-2.801096439E-2,-6.418132782E-2,1.405953835E-1
1.859424621E1,1.019771099E-1,-6.024575233E-2,-8.749198914E-2,1.472539636E-1
1.859929678E1,5.369910598E-2,-1.037260294E-1,-2.513217926E-2,1.194751421E-1
1.860434084E1,3.459841013E-3,-9.659171104E-2,8.158683777E-3,9.699738792E-2
1.860939147E1,-5.826920271E-2,-8.937013149E-2,5.303096771E-2,1.191411093E-1
1.861444204E1,-8.357599378E-2,-1.154276133E-1,9.753894806E-2,1.726914214E-1
1.861949266E1,-9.921264648E-2,-1.506817937E-1,1.036539078E-1,2.080679811E-1
1.862454324E1,-7.886874676E-2,-1.669651270E-1,1.525259018E-1,2.395032016E-1
1.862959386E1,-6.316393614E-2,-1.549293399E-1,1.392784119E-1,2.176953357E-1
1.863463886E1,-5.222839117E-2,-1.647539139E-1,8.580684662E-2,1.929623588E-1
1.863968949E1,-6.980940700E-2,-1.749727130E-1,8.034992218E-2,2.048045741E-1
1.864474006E1,-3.974500299E-2,-1.760248542E-1,-1.029014587E-3,1.804590630E-1
1.864979063E1,-4.090484977E-2,-1.916809082E-1,-2.468013763E-2,1.975446443E-1
1.865484126E1,-4.722177982E-2,-1.884100437E-1,-7.901000977E-2,2.096922095E-1
1.865989183E1,-6.102833152E-2,-1.684858203E-1,-8.777618408E-2,1.995409416E-1
1.866493735E1,-4.424107075E-2,-1.607038975E-1,-7.271957397E-2,1.818547537E-1
1.866998792E1,-5.150523782E-2,-1.697202325E-1,-6.490993500E-2,1.888678016E-1
1.867503855E1,-5.882474780E-2,-1.476281285E-1,-6.906604767E-2,1.732758905E-1
1.868008912E1,-7.304784656E-2,-1.374395490E-1,-1.040811539E-1,1.872391628E-1
1.868513970E1,-8.226951957E-2,-1.602389812E-1,-7.470035553E-2,1.949998669E-1
1.869019032E1,-1.030161977E-1,-1.469694376E-1,-7.171058655E-2,1.932737975E-1
1.869524433E1,-9.950056672E-2,-1.431162953E-1,-8.300781250E-2,1.930619945E-1
1.870029490E1,-1.102394462E-1,-1.367736459E-1,-1.227331161E-1,2.142969517E-1
1.870534553E1,-9.940081835E-2,-1.159377098E-1,-1.027669907E-1,1.840737070E-1
1.871039610E1,-1.051608622E-1,-9.255099297E-2,-1.233863831E-1,1.866780457E-1
1.871544667E1,-9.167233109E-2,-7.850289345E-2,-1.438646317E-1,1.877859228E-1
1.872049730E1,-6.177666783E-2,-5.724072456E-2,-1.000623703E-1,1.307873663E-1
1.872555141E1,-2.036717534E-2,-4.540216923E-2,-8.754062653E-2,1.006952834E-1
1.873060199E1,1.381844282E-3,4.552483559E-3,-9.178924561E-2,9.191245949E-2
1.873565261E1,2.032113075E-2,-1.221442223E-2,-3.427314758E-2,4.167480187E-2
1.874070313E1,6.964564323E-2,-1.204752922E-2,4.648494720E-2,8.459615179E-2
1.874575376E1,8.500269055E-2,1.193046570E-2,9.091758728E-2,1.250351994E-1
1.875080438E1,1.215378046E-1,3.820037842E-2,1.658477783E-1,2.091319976E-1
1.875585537E1,1.625435352E-1,7.128465176E-2,2.282867432E-1,2.891655919E-1
1.876090600E1,1.370103657E-1,6.107699871E-2,2.997522354E-1,3.351919491E-1
1.876595657E1,1.381330192E-1,3.871405125E-2,3.469209671E-1,3.754113293E-1
1.877100714E1,1.348769367E-1,5.646169186E-2,3.106222153E-1,3.433159934E-1
1.877605777E1,1.154588163E-1,8.315730095E-2,2.865686417E-1,3.199491543E-1
1.878110834E1,7.272490859E-2,8.546626568E-2,2.342681885E-1,2.597594638E-1
1.878614464E1,4.946413636E-2,8.481287956E-2,2.228555679E-1,2.435252132E-1
1.879119522E1,6.670391560E-2,6.005477905E-2,1.640634537E-1,1.870101753E-1
1.879624579E1,7.429784536E-2,6.602060795E-2,1.271820068E-1,1.614129901E-1
1.880129641E1,1.150918007E-1,6.687569618E-2,6.451416016E-2,1.479207835E-1
1.880634699E1,1.198663712E-1,7.474839687E-2,-9.500503540E-3,1.415822352E-1
1.881139756E1,1.529629827E-1,6.112837791E-2,-4.964256287E-2,1.720428339E-1
1.881646376E1,1.476967335E-1,6.441307068E-2,-6.096458435E-2,1.722789868E-1
1.882151438E1,1.375882328E-1,7.987248898E-2,-6.035709381E-2,1.701561491E-1
1.882656496E1,1.035719216E-1,9.325313568E-2,-7.406616211E-2,1.578261278E-1
1.883161558E1,6.008261442E-2,1.164427996E-1,-5.683803558E-2,1.428264976E-1
1.883666615E1,9.050512314E-2,8.284699917E-2,-3.267955780E-2,1.269754153E-1
1.884171673E1,9.431263804E-2,5.455374718E-2,-2.776622772E-2,1.124364195E-1
1.884677240E1,1.003076136E-1,5.521214008E-2,1.745796204E-2,1.158221835E-1
1.885182303E1,8.709853888E-2,5.364656448E-2,5.753135681E-2,1.173625425E-1
1.885687360E1,9.291744232E-2,4.022347927E-2,1.400251389E-1,1.727964666E-1
1.886192417E1,1.058722734E-1,1.963174343E-2,1.909694672E-1,2.192343062E-1
1.886697480E1,1.046739817E-1,3.231334686E-2,2.011337280E-1,2.290318130E-1
1.887202537E1,8.457955718E-2,1.833999157E-2,2.516479492E-1,2.661141618E-1
1.887707746E1,7.425290346E-2,1.356661320E-2,2.780370712E-1,2.881009539E-1
1.888212803E1,5.952158570E-2,2.752482891E-2,2.401132584E-1,2.489072362E-1
1.888717865E1,7.630407810E-2,-1.131594181E-2,2.239561081E-1,2.368685315E-1
1.889222923E1,3.376677632E-2,-2.169156075E-2,1.889791489E-1,1.931937828E-1
1.889727985E1,1.055459380E-1,2.471506596E-2,1.614522934E-1,1.944675360E-1
1.890233042E1,1.288977563E-1,8.760094643E-3,1.199131012E-1,1.762683258E-1
1.890739324E1,1.208143830E-1,-1.925456524E-2,1.072454453E-1,1.626912381E-1
1.891244381E1,8.892655373E-2,2.381324768E-2,6.859683990E-2,1.148064857E-1
1.891749444E1,9.527271986E-2,5.444061756E-2,5.167102814E-2,1.212871268E-1
1.892254501E1,9.202355146E-2,3.947341442E-2,5.391407013E-2,1.137242781E-1
1.892759558E1,9.106078744E-2,6.475031376E-2,1.578044891E-2,1.128436649E-1
1.893264621E1,2.117514610E-2,1.014380455E-1,-1.963138580E-2,1.054677922E-1
1.893769860E1,6.503075361E-3,1.113731861E-1,-6.183815002E-2,1.275548250E-1
1.894274923E1,2.990975976E-2,1.162155867E-1,-1.274185181E-1,1.750318116E-1
1.894779980E1,4.853257537E-2,1.350651979E-1,-1.710405350E-1,2.232775922E-1
1.895285037E1,7.444536686E-2,1.608351469E-1,-2.332811356E-1,2.929678230E-1
1.895790095E1,1.072869897E-1,1.793755293E-1,-3.140172958E-1,3.772173654E-1
1.896295157E1,1.159924567E-1,1.600319147E-1,-3.751115799E-1,4.239966522E-1
1.896799011E1,1.387201250E-1,1.483670473E-1,-4.333724976E-1,4.786102542E-1
1.897304074E1,1.539214849E-1,1.538552046E-1,-4.484453201E-1,4.984640936E-1
1.897809131E1,1.355413795E-1,1.507022381E-1,-4.041204453E-1,4.521017191E-1
1.898314194E1,1.145278513E-1,1.625764370E-1,-3.911533356E-1,4.388036674E-1
1.898819251E1,6.259214878E-2,1.159133911E-1,-3.451585770E-1,3.694430059E-1
1.899324308E1,2.033025026E-2,1.060165167E-1,-2.925205231E-1,3.118029463E-1
1.899828522E1,-5.015578866E-2,6.848239899E-2,-2.000341415E-1,2.172995626E-1
1.900333584E1,-8.187395334E-2,2.254605293E-2,-1.416635513E-1,1.651672804E-1
1.900838641E1,-1.346749663E-1,-2.982938290E-2,-6.005859375E-2,1.504465796E-1
1.901343699E1,-1.583351493E-1,-3.885746002E-2,6.599330902E-2,1.758835937E-1
1.901848761E1,-1.960253417E-1,-1.072067022E-1,1.339836121E-1,2.605202869E-1
1.902353818E1,-2.118706703E-1,-1.371524334E-1,1.919326782E-1,3.170774730E-1
1.902861058E1,-2.085171342E-1,-1.626207232E-1,2.162075043E-1,3.415707537E-1
1.903366115E1,-2.406572700E-1,-1.553693414E-1,2.427511215E-1,3.754779099E-1
1.903871178E1,-2.461364269E-1,-1.653955579E-1,2.667789459E-1,3.988857446E-1
1.904376235E1,-2.654964328E-1,-1.452484131E-1,2.408266068E-1,3.867595013E-1
1.904881292E1,-2.086167634E-1,-1.235326529E-1,1.700334549E-1,2.961294414E-1
1.905386355E1,-2.257854342E-1,-1.382678747E-1,1.236629486E-1,2.922149763E-1
1.905891501E1,-2.309578657E-1,-9.655272961E-2,8.726024628E-2,2.651005770E-1
1.906396558E1,-1.837916672E-1,-5.793082714E-2,8.447647095E-3,1.928904363E-1
1.906901621E1,-1.012876034E-1,-4.122090340E-2,-6.492805481E-2,1.271770175E-1
1.907406678E1,-9.553417563E-2,-4.127633572E-2,-1.400680542E-1,1.744980642E-1
1.907911740E1,-1.301484704E-1,-7.205259800E-2,-2.336034775E-1,2.769490674E-1
1.908416798E1,-5.022829771E-2,-4.741013050E-2,-2.171373367E-1,2.278579061E-1
1.908921928E1,-4.697275162E-2,-4.139876366E-2,-2.816429138E-1,2.885186787E-1
1.909426985E1,-6.985679269E-2,-7.276344299E-2,-3.314390182E-1,3.464481389E-1
1.909932048E1,-9.734097123E-2,-9.827983379E-2,-3.120307922E-1,3.413171629E-1
1.910437105E1,-1.199366748E-1,-8.236408234E-2,-3.166418076E-1,3.484690550E-1
1.910942167E1,-1.781269610E-1,-8.718001842E-2,-2.643013000E-1,3.304311533E-1
1.911447225E1,-1.980499625E-1,-1.507285833E-1,-2.338590622E-1,3.415156723E-1
1.911951876E1,-2.227505744E-1,-1.419267654E-1,-1.491060257E-1,3.033045203E-1
1.912456938E1,-2.021990418E-1,-1.804092526E-1,-9.597969055E-2,2.874787852E-1
1.912961996E1,-1.772200763E-1,-1.851764917E-1,-3.143882751E-2,2.582357226E-1
1.913467058E1,-1.384916902E-1,-1.613076925E-1,6.342220306E-2,2.218614337E-1
1.913972115E1,-9.990841150E-2,-1.829398870E-1,1.290159225E-1,2.451403705E-1
1.914477173E1,-5.921500921E-2,-1.450731754E-1,1.560678482E-1,2.211556393E-1
1.914982042E1,-2.586689591E-2,-1.030967236E-1,2.304477692E-1,2.537798357E-1
1.915487105E1,1.698148251E-2,-5.725014210E-2,2.306413651E-1,2.382464875E-1
1.915992162E1,6.899765134E-2,-4.557359219E-2,2.190179825E-1,2.341078915E-1
1.916497220E1,9.707313776E-2,-1.086628437E-2,1.980724335E-1,2.208482717E-1
1.917002282E1,1.369366050E-1,-1.513636112E-2,1.655082703E-1,2.153456077E-1
1.917507339E1,2.074539065E-1,1.099181175E-2,1.475324631E-1,2.548014343E-1
1.918012594E1,2.301387936E-1,6.014037132E-2,9.652042389E-2,2.567039556E-1
1.918517652E1,2.409821153E-1,9.659337997E-2,5.605697632E-3,2.596807363E-1
1.919022714E1,2.232520431E-1,1.513924599E-1,-4.650115967E-2,2.737215913E-1
