"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.586446437E1,-1.045973897E-1,-4.263992608E-2,2.985982299E-1
4.587443038E1,-5.991407856E-2,-2.864874527E-2,2.901671827E-1
4.588439538E1,7.164228242E-3,-7.364677731E-3,2.972446084E-1
4.589436038E1,8.267629147E-2,1.829035208E-2,3.142707348E-1
4.590432638E1,1.403465122E-1,2.781988494E-2,3.273315430E-1
4.591429138E1,1.800025851E-1,1.417358220E-2,3.343596160E-1
4.592425638E1,1.798310131E-1,-1.643686555E-2,3.238639235E-1
4.593422238E1,1.548734754E-1,-5.388543755E-2,3.024699390E-1
4.594418738E1,1.314857453E-1,-1.002686918E-1,2.632123232E-1
4.595415237E1,1.067998409E-1,-1.560057253E-1,2.323156297E-1
4.596411837E1,1.037259474E-1,-2.221366316E-1,2.108981460E-1
4.597408338E1,1.280121058E-1,-2.628526390E-1,2.070256472E-1
4.598404838E1,1.608350575E-1,-2.675063312E-1,2.178025544E-1
4.599401438E1,2.020655870E-1,-2.534445822E-1,2.353682369E-1
4.600397938E1,2.265767753E-1,-2.016381025E-1,2.339285314E-1
4.601394438E1,2.284944504E-1,-1.557037830E-1,2.152246684E-1
4.602390938E1,2.002805918E-1,-1.293605566E-1,1.812618375E-1
4.603387538E1,1.687690020E-1,-1.074486002E-1,1.472016126E-1
4.604384038E1,1.460342407E-1,-1.315318942E-1,1.139918566E-1
4.605380538E1,1.508630961E-1,-2.055965364E-1,8.109036088E-2
4.606377137E1,1.720223278E-1,-3.035753369E-1,6.082798541E-2
4.607373637E1,1.842350513E-1,-3.950064480E-1,5.979947001E-2
4.608370138E1,1.687626988E-1,-4.530968368E-1,7.081836462E-2
4.609366738E1,1.402469128E-1,-4.841985703E-1,8.121295273E-2
4.610363238E1,1.044742912E-1,-4.985216260E-1,8.279532194E-2
4.611359738E1,5.739280209E-2,-5.004601479E-1,7.836142182E-2
4.612356338E1,-1.407068968E-2,-5.079490542E-1,7.361409813E-2
4.613352838E1,-1.015368849E-1,-4.980711043E-1,5.340524018E-2
4.614349338E1,-1.747782677E-1,-4.263826609E-1,1.187958196E-2
4.615345838E1,-2.326269150E-1,-2.950965464E-1,-2.809659578E-2
4.616342438E1,-2.566695809E-1,-1.534039825E-1,-5.288002267E-2
4.617338937E1,-2.554879487E-1,-4.288359731E-2,-4.248916730E-2
4.618335438E1,-2.226700336E-1,1.150988787E-2,-1.762612909E-2
4.619332038E1,-1.725312322E-1,-2.223662287E-2,5.896508228E-3
4.620328538E1,-1.651526839E-1,-1.731299907E-1,-6.620082539E-3
4.621325038E1,-2.092202753E-1,-3.297574222E-1,-3.147376701E-2
4.622321638E1,-2.764414549E-1,-4.001905024E-1,-6.331049651E-2
4.623318138E1,-3.697466254E-1,-3.898891211E-1,-1.079749018E-1
4.624314638E1,-4.865879416E-1,-2.901577652E-1,-1.482972950E-1
4.625311238E1,-5.922967792E-1,-1.006956771E-1,-1.536656916E-1
4.626307738E1,-6.611679792E-1,1.124261692E-1,-9.983775765E-2
4.627304237E1,-6.517921090E-1,2.719678879E-1,-2.871298417E-2
4.628300837E1,-5.740647912E-1,3.403050005E-1,1.668059640E-2
4.629297338E1,-4.519953430E-1,3.250006139E-1,1.834320836E-2
4.630293838E1,-3.474714458E-1,2.422304600E-1,-2.007059380E-2
4.631290338E1,-2.842195034E-1,1.317715943E-1,-9.185663611E-2
4.632286938E1,-2.558085918E-1,5.468571931E-2,-1.748615056E-1
4.633283438E1,-2.834783196E-1,-4.509429447E-3,-2.479940355E-1
4.634279938E1,-3.552008867E-1,-5.449905619E-2,-2.955204248E-1
4.635276538E1,-4.575517476E-1,-7.099174708E-2,-3.229949474E-1
4.636273038E1,-5.539271235E-1,-6.271721423E-2,-3.277702928E-1
4.637269538E1,-6.267419457E-1,5.757983774E-3,-3.108714819E-1
4.638266137E1,-6.587972641E-1,1.298841089E-1,-2.844116986E-1
4.639262637E1,-6.604058146E-1,2.909550369E-1,-2.636816502E-1
4.640259138E1,-6.265259981E-1,4.052770734E-1,-2.571831048E-1
4.641255738E1,-5.454382896E-1,4.368355274E-1,-2.607227266E-1
4.642252238E1,-3.953362405E-1,3.892038167E-1,-2.613513470E-1
4.643248738E1,-2.085240185E-1,2.840701938E-1,-2.468533516E-1
4.644245238E1,-2.371930517E-2,1.604303122E-1,-2.258592993E-1
4.645241838E1,1.316569746E-1,1.066192761E-1,-1.958401501E-1
4.646238338E1,2.386494726E-1,1.608780473E-1,-1.579233557E-1
4.647234838E1,2.776578665E-1,2.672465742E-1,-1.154581904E-1
4.648231437E1,2.543061674E-1,3.643732071E-1,-8.148828149E-2
4.649227937E1,2.067993730E-1,4.407002032E-1,-6.571517885E-2
4.650224438E1,1.641186625E-1,4.670228958E-1,-6.758520007E-2
4.651221038E1,1.357631832E-1,4.187589586E-1,-8.560015261E-2
4.652217538E1,1.216213480E-1,3.192635179E-1,-1.204186380E-1
4.653214038E1,1.123263836E-1,1.814329624E-1,-1.652012914E-1
4.654210638E1,1.058031917E-1,6.281461567E-2,-2.214511633E-1
4.655207138E1,1.134107709E-1,8.984678425E-3,-2.671134472E-1
4.656203638E1,1.237528399E-1,1.189341024E-2,-2.933842838E-1
4.657200138E1,1.073203310E-1,4.707909748E-2,-3.004408479E-1
4.658196738E1,5.542763323E-2,7.709741592E-2,-2.900491357E-1
4.659193237E1,-9.546307847E-3,7.820529491E-2,-2.711982131E-1
4.660189737E1,-5.523738638E-2,4.483405873E-2,-2.568218410E-1
4.661186338E1,-4.437888041E-2,-1.829031482E-2,-2.402130514E-1
4.662182838E1,1.372992620E-2,-9.398162365E-2,-2.256281227E-1
4.663179338E1,8.743450791E-2,-1.706178188E-1,-1.701552868E-1
4.664175938E1,1.766080558E-1,-2.243277431E-1,-9.647824615E-2
4.665172438E1,2.850647867E-1,-2.640778422E-1,-1.996456645E-2
4.666168938E1,3.811191618E-1,-2.935758829E-1,4.897831753E-2
4.667165538E1,4.311543703E-1,-3.035989702E-1,9.978104383E-2
4.668162412E1,4.272556901E-1,-2.592416704E-1,1.110392213E-1
4.669158912E1,3.716169298E-1,-1.919129938E-1,7.719470561E-2
4.670155413E1,2.734057307E-1,-1.279273480E-1,2.151505556E-3
4.671152013E1,1.573821604E-1,-4.830894247E-2,-8.294341713E-2
4.672148513E1,6.624000520E-2,3.543762118E-2,-1.628630161E-1
4.673145013E1,2.843590081E-2,7.791929692E-2,-2.388166338E-1
4.674141613E1,1.739709079E-2,6.440146267E-2,-2.796859443E-1
4.675138113E1,-4.516509175E-2,-7.029856741E-2,-2.784512937E-1
4.676134613E1,-1.933823079E-1,-2.820548117E-1,-2.548529208E-1
4.677131213E1,-3.299233615E-1,-4.071589410E-1,-2.492280602E-1
4.678127713E1,-4.464554787E-1,-4.013639688E-1,-2.561793327E-1
4.679124212E1,-4.785960913E-1,-2.972282469E-1,-2.486313730E-1
4.680120812E1,-3.918621242E-1,-9.548862278E-2,-2.260999531E-1
4.681117313E1,-2.259261459E-1,1.346212775E-1,-1.822374314E-1
4.682113813E1,-7.708780468E-2,3.274785876E-1,-9.563293308E-2
4.683110313E1,2.645882219E-2,4.566347301E-1,1.568294317E-2
4.684106913E1,9.102526307E-2,4.972103834E-1,1.069099084E-1
4.685103413E1,1.364585310E-1,4.743979871E-1,1.605616957E-1
4.686099913E1,1.481051594E-1,3.809255362E-1,1.899954230E-1
4.687096513E1,8.816618472E-2,2.197073698E-1,1.958245486E-1
4.688093013E1,-8.146507666E-3,5.682481080E-2,1.935029179E-1
4.689089512E1,-1.042743698E-1,-4.220909253E-2,2.006457895E-1
4.690086112E1,-1.563549489E-1,-6.298498064E-2,2.132120878E-1
4.691082613E1,-1.549120545E-1,-1.025092788E-2,2.424075156E-1
4.692079113E1,-1.259843558E-1,5.366735160E-2,2.851971090E-1
4.693075713E1,-1.006598324E-1,9.300597012E-2,3.322775364E-1
4.694072213E1,-6.503318250E-2,8.931395411E-2,3.637138307E-1
4.695068713E1,-1.731306314E-2,5.640340969E-2,3.723158538E-1
4.696065213E1,1.313794963E-2,-1.002236549E-2,3.733730316E-1
4.697061813E1,1.449163444E-2,-1.010851637E-1,3.509452343E-1
4.698058313E1,3.093933919E-3,-1.448574215E-1,3.170814812E-1
4.699054813E1,1.898954436E-2,-1.075864956E-1,2.873733938E-1
4.700051412E1,5.984825641E-2,-1.936902478E-2,2.732315958E-1
4.701047912E1,1.087327078E-1,8.921018988E-2,2.751602530E-1
4.702044413E1,1.554364413E-1,1.719468236E-1,2.921994030E-1
4.703041013E1,2.138853818E-1,2.007188201E-1,3.163351119E-1
4.704037513E1,2.898741364E-1,1.955224574E-1,3.273010552E-1
4.705034013E1,3.821699619E-1,1.726443022E-1,3.225774169E-1
4.706030513E1,4.550751448E-1,1.270270944E-1,3.013201356E-1
4.707027113E1,4.788627625E-1,6.579224020E-2,2.654492259E-1
4.708023613E1,4.576764703E-1,-1.499089599E-2,2.177440822E-1
4.709020113E1,4.293875694E-1,-7.982581854E-2,1.622014493E-1
4.710016712E1,3.994577825E-1,-1.076118872E-1,9.300164878E-2
4.711013212E1,3.682953417E-1,-9.654060006E-2,3.336868435E-2
4.712009713E1,3.168006837E-1,-7.775100321E-2,-1.279260311E-2
4.713006313E1,2.597919703E-1,-6.716893613E-2,-5.234267563E-2
4.714002813E1,2.196569890E-1,-6.335030496E-2,-7.828459889E-2
4.714999313E1,2.172761261E-1,-6.014945731E-2,-9.095005691E-2
4.715995913E1,2.473810911E-1,-6.600024551E-2,-9.374848008E-2
4.716992413E1,2.788828015E-1,-1.088294685E-1,-9.573706239E-2
4.717988913E1,2.961355448E-1,-1.946330816E-1,-1.087928712E-1
4.718985413E1,2.983012199E-1,-2.993448377E-1,-1.229068264E-1
4.719982013E1,2.944585383E-1,-3.870960474E-1,-1.356389672E-1
4.720978512E1,2.587215900E-1,-4.375815988E-1,-1.540616453E-1
4.721975012E1,1.843744069E-1,-4.790244699E-1,-1.731307954E-1
4.722971613E1,9.065591544E-2,-4.975512624E-1,-1.884540915E-1
4.723968113E1,2.557442524E-3,-4.949715137E-1,-1.977731884E-1
4.724964613E1,-6.642961502E-2,-4.833760858E-1,-1.945710033E-1
4.725961213E1,-1.303080767E-1,-4.672866464E-1,-1.931607127E-1
4.726957713E1,-1.722027957E-1,-4.198810458E-1,-1.878748685E-1
4.727954213E1,-1.848773509E-1,-3.350729942E-1,-1.942429692E-1
4.728950713E1,-2.039943188E-1,-2.703896165E-1,-2.130257040E-1
4.729947313E1,-2.448149920E-1,-2.485203445E-1,-2.248984724E-1
4.730943812E1,-3.024580479E-1,-2.504064143E-1,-2.475827485E-1
4.731940312E1,-3.876817524E-1,-2.963995636E-1,-2.890576422E-1
4.732936912E1,-5.092396140E-1,-3.333120644E-1,-3.288665712E-1
4.733933413E1,-6.463286281E-1,-3.138141036E-1,-3.743607402E-1
4.734929913E1,-7.280290723E-1,-2.307181507E-1,-4.280569851E-1
4.735926513E1,-7.769678235E-1,-1.032016054E-1,-4.569264948E-1
4.736923013E1,-7.934048772E-1,4.539585859E-2,-4.780197740E-1
4.737919513E1,-7.311550975E-1,1.647830009E-1,-4.613203406E-1
4.738916013E1,-5.981836915E-1,2.535246015E-1,-3.944166899E-1
4.739912613E1,-4.339534342E-1,2.590863109E-1,-3.030456901E-1
4.740909113E1,-2.812826633E-1,1.441299021E-1,-2.078845501E-1
4.741905612E1,-1.711817533E-1,-6.044704840E-2,-1.331895590E-1
4.742902212E1,-5.918757617E-2,-2.452520430E-1,-1.240786165E-1
4.743898713E1,3.140727431E-2,-3.084556460E-1,-1.554389894E-1
4.744895213E1,3.541080654E-2,-2.452591062E-1,-1.994173676E-1
4.745891813E1,-2.068899013E-2,-8.928816020E-2,-2.297722250E-1
4.746888313E1,-8.527703583E-2,6.751956046E-2,-2.463799715E-1
4.747884813E1,-1.364922374E-1,1.623933166E-1,-2.464289218E-1
4.748881313E1,-1.611866653E-1,1.920321584E-1,-2.398884594E-1
4.749877913E1,-1.818641424E-1,1.942682564E-1,-2.239693403E-1
4.750874413E1,-1.978029013E-1,1.525431722E-1,-2.241120785E-1
4.751870912E1,-1.945966035E-1,8.790765703E-2,-2.483685464E-1
4.752867512E1,-1.483601332E-1,7.965372503E-2,-2.819321156E-1
4.753864012E1,-8.166430891E-2,1.396200806E-1,-3.018927276E-1
4.754860513E1,-1.368205715E-2,2.331090122E-1,-2.970931828E-1
4.755857113E1,3.991416842E-2,3.167078197E-1,-2.620486915E-1
4.756853613E1,9.005323797E-2,3.731058538E-1,-2.270699143E-1
4.757850113E1,1.230057478E-1,4.123781025E-1,-1.985535771E-1
4.758846713E1,1.437879950E-1,4.359380305E-1,-1.760607958E-1
4.759843213E1,1.528692544E-1,4.481357336E-1,-1.675176322E-1
4.760839713E1,1.348758787E-1,4.418061972E-1,-1.708476543E-1
4.761836213E1,1.125449389E-1,3.993329704E-1,-1.790959239E-1
4.762832812E1,9.109957516E-2,3.237876296E-1,-1.917704344E-1
4.763829312E1,8.299501985E-2,2.340577692E-1,-2.092462331E-1
4.764825813E1,8.046954125E-2,1.449758261E-1,-2.148734927E-1
4.765822413E1,7.879019529E-2,1.043116674E-1,-1.957434267E-1
4.766818913E1,7.381221652E-2,9.064964950E-2,-1.621425897E-1
4.767815062E1,5.173828453E-2,7.979932427E-2,-1.249021962E-1
4.768811563E1,4.132905602E-2,5.847486109E-2,-8.624694496E-2
4.769808163E1,5.933686718E-2,6.780452281E-2,-5.257215723E-2
4.770804663E1,9.915272892E-2,9.282199293E-2,-2.669475414E-2
4.771801163E1,1.075787991E-1,9.021218121E-2,-9.936205111E-3
4.772797763E1,1.124912649E-1,5.615167692E-2,4.654455464E-3
4.773794263E1,1.161116213E-1,-5.105949938E-3,3.069851547E-2
4.774790763E1,1.033689305E-1,-5.609828979E-2,5.422754213E-2
4.775787363E1,7.653953880E-2,-1.187215373E-1,9.874621034E-2
4.776783863E1,5.358149111E-2,-1.749659032E-1,1.421975344E-1
4.777780362E1,3.352195397E-2,-2.523843944E-1,1.838399023E-1
4.778776862E1,2.823131904E-2,-3.376337886E-1,2.197928429E-1
4.779773463E1,3.921902552E-2,-3.819991052E-1,2.443686426E-1
4.780769963E1,6.207853556E-2,-3.465311229E-1,2.460762560E-1
4.781766463E1,7.808172703E-2,-2.163701355E-1,2.165813148E-1
4.782763063E1,9.456749260E-2,-2.803751640E-2,1.602780968E-1
4.783759563E1,1.074102595E-1,1.671896875E-1,1.229875237E-1
4.784756063E1,8.978758752E-2,3.414736092E-1,1.232908666E-1
4.785752663E1,5.355907977E-2,4.744035602E-1,1.613798738E-1
4.786749163E1,-2.204620279E-2,5.252241492E-1,1.934014559E-1
4.787745662E1,-1.316735595E-1,5.036596060E-1,2.142555565E-1
4.788742162E1,-2.639759481E-1,3.633581698E-1,2.330124527E-1
4.789738763E1,-3.428835571E-1,1.548297405E-1,2.629978657E-1
4.790735263E1,-3.126329780E-1,1.803088002E-2,2.912042141E-1
4.791731763E1,-1.829979122E-1,6.286966801E-2,3.103873730E-1
4.792728363E1,-2.658060379E-2,2.521988451E-1,3.406512439E-1
4.793724863E1,6.323706359E-2,4.705020189E-1,3.991938233E-1
4.794721363E1,6.830452383E-2,6.236521602E-1,4.660543501E-1
4.795717963E1,8.555477858E-2,7.226431370E-1,5.018099546E-1
4.796714463E1,1.107986122E-1,7.143442035E-1,5.371314883E-1
4.797710963E1,8.434472978E-2,5.482953787E-1,5.659711957E-1
4.798707462E1,4.503007978E-2,3.250777423E-1,6.045668125E-1
4.799704062E1,2.090786956E-2,1.143417209E-1,6.370497942E-1
4.800700563E1,2.609557007E-3,-3.960417211E-2,6.522404552E-1
4.801697063E1,-2.885768563E-2,-1.265366524E-1,6.534550190E-1
4.802693663E1,-9.135435522E-2,-1.628595144E-1,6.377154589E-1
4.803690163E1,-1.728177667E-1,-1.861104667E-1,6.017673016E-1
4.804686663E1,-2.596759796E-1,-2.033776045E-1,5.491022468E-1
4.805683263E1,-3.261398971E-1,-1.929455549E-1,4.863249063E-1
4.806679763E1,-3.368711174E-1,-1.236714125E-1,4.357006252E-1
4.807676263E1,-3.052343428E-1,8.470709436E-3,4.049451351E-1
4.808672862E1,-2.487316430E-1,1.292088330E-1,3.997993767E-1
4.809669362E1,-1.766254455E-1,2.053699046E-1,4.077812135E-1
4.810665863E1,-8.822181821E-2,2.362407297E-1,4.107969701E-1
4.811662363E1,7.573007606E-3,2.175061256E-1,4.094988108E-1
4.812658963E1,1.186087206E-1,1.523580253E-1,4.074524343E-1
4.813655463E1,2.337045074E-1,7.536245137E-2,3.960637748E-1
4.814651963E1,3.222074807E-1,-1.487210114E-2,3.935582936E-1
4.815648563E1,3.567812741E-1,-1.058588475E-1,3.777978122E-1
4.816645063E1,3.595371246E-1,-1.722370684E-1,3.547318876E-1
4.817641563E1,3.369893432E-1,-1.818252057E-1,3.143358827E-1
4.818638063E1,3.050708175E-1,-1.622589529E-1,2.667861879E-1
4.819634662E1,2.703755796E-1,-1.536554247E-1,2.009922117E-1
4.820631162E1,2.431916595E-1,-1.632265598E-1,1.234622523E-1
4.821627663E1,2.507523596E-1,-1.687417030E-1,5.446933955E-2
4.822624263E1,2.726259530E-1,-1.390690356E-1,3.120932262E-3
4.823620763E1,3.114984334E-1,-8.423112333E-2,-2.211596258E-2
4.824617263E1,3.644364774E-1,-4.981776327E-2,-2.240305208E-2
4.825613863E1,4.129752219E-1,-5.263497680E-2,-1.225059759E-2
4.826610363E1,4.553828835E-1,-1.079285890E-1,-1.543760300E-2
4.827606863E1,4.679455459E-1,-1.895059496E-1,-3.734474257E-2
4.828603463E1,4.389796853E-1,-2.875946760E-1,-7.858859003E-2
4.829599962E1,3.796416521E-1,-3.933053613E-1,-1.196897030E-1
4.830596462E1,3.036339581E-1,-4.543471634E-1,-1.521786749E-1
4.831592963E1,2.178487331E-1,-4.402704835E-1,-1.673757434E-1
4.832589563E1,1.026811376E-1,-3.725569546E-1,-1.634595543E-1
4.833586063E1,-2.076052502E-2,-2.977565527E-1,-1.440758705E-1
4.834582563E1,-7.075738162E-2,-1.985793412E-1,-1.180488020E-1
4.835579163E1,-6.759233028E-2,-1.261213422E-1,-1.135838702E-1
4.836575663E1,-3.109983355E-2,-1.032154858E-1,-1.216460615E-1
4.837572163E1,6.648137234E-3,-1.544126570E-1,-1.407009214E-1
4.838568763E1,-1.246271189E-3,-2.564149201E-1,-1.601912528E-1
4.839565263E1,-4.078248143E-2,-3.322126865E-1,-1.767710149E-1
4.840561762E1,-1.127655953E-1,-3.837413788E-1,-1.935172379E-1
4.841558262E1,-2.425753176E-1,-4.945431352E-1,-1.962873936E-1
4.842554863E1,-4.225325882E-1,-6.509993076E-1,-1.945036203E-1
4.843551363E1,-6.185774207E-1,-7.898405790E-1,-2.031892538E-1
4.844547863E1,-7.579747438E-1,-8.196575642E-1,-2.514534295E-1
4.845544463E1,-7.911498547E-1,-6.823734045E-1,-3.036693335E-1
4.846540963E1,-7.011019588E-1,-4.657814205E-1,-3.341726363E-1
4.847537463E1,-4.851098359E-1,-1.840289682E-1,-3.184586167E-1
4.848534063E1,-2.128306478E-1,3.889918700E-2,-2.671171427E-1
4.849530563E1,5.216966197E-2,9.655836225E-2,-1.793218255E-1
4.850527062E1,2.481519580E-1,9.440502152E-3,-6.946376711E-2
4.851523562E1,3.656448424E-1,-1.575011611E-1,-3.574305447E-3
4.852520162E1,4.102943540E-1,-2.798963189E-1,-1.920892484E-2
4.853516663E1,3.663672507E-1,-3.470519781E-1,-1.088487729E-1
4.854513163E1,2.364931405E-1,-3.575653434E-1,-2.032312155E-1
4.855509763E1,4.616634175E-2,-2.634476125E-1,-2.942543030E-1
4.856506263E1,-1.627820730E-1,-1.046996117E-1,-3.629030287E-1
4.857502763E1,-3.437801003E-1,3.297517821E-2,-3.943442404E-1
4.858499363E1,-4.538647830E-1,1.083522290E-1,-3.988092840E-1
4.859495863E1,-4.622165561E-1,1.083847210E-1,-3.931199908E-1
4.860492363E1,-3.910209537E-1,7.291886955E-2,-3.730714619E-1
4.861488862E1,-2.689355612E-1,2.294373885E-2,-3.302435875E-1
4.862485462E1,-1.205561906E-1,-4.603200592E-3,-2.893265188E-1
4.863481963E1,-1.315416023E-2,2.646553144E-2,-2.335706204E-1
4.864478463E1,3.614308313E-2,6.809633225E-2,-1.907312721E-1
4.865475063E1,4.498940706E-2,1.458738297E-1,-1.601208001E-1
4.866471563E1,3.249705210E-2,2.300158739E-1,-1.316934228E-1
4.867468075E1,1.230283361E-2,2.958750427E-1,-1.130480990E-1
4.868464675E1,5.989809521E-3,3.487270772E-1,-9.892855585E-2
4.869461175E1,3.530614451E-2,3.711106181E-1,-8.272644132E-2
4.870457675E1,9.106341004E-2,3.643121123E-1,-6.852939725E-2
4.871454275E1,1.524954885E-1,3.505973518E-1,-4.618372023E-2
4.872450775E1,2.093273401E-1,3.309648037E-1,-8.215032518E-3
4.873447275E1,2.576732337E-1,3.075252771E-1,3.173178434E-2
4.874443775E1,2.698843777E-1,2.691539228E-1,6.647965312E-2
4.875440375E1,2.501714230E-1,2.314585447E-1,9.043203294E-2
4.876436875E1,1.971758604E-1,2.028351575E-1,1.010564491E-1
4.877433375E1,1.179361045E-1,1.759846658E-1,7.810100168E-2
4.878429975E1,5.375045910E-2,1.707422435E-1,4.360960424E-2
4.879426475E1,2.837444283E-2,1.939398944E-1,9.312545881E-3
4.880422975E1,2.573285438E-2,2.349016964E-1,-8.374306373E-3
4.881419575E1,3.485132381E-2,2.646477520E-1,-4.985751584E-3
4.882416075E1,5.926478654E-2,2.650789320E-1,2.232762799E-2
4.883412575E1,9.706678241E-2,2.362795919E-1,5.423336476E-2
4.884409075E1,1.480849534E-1,1.590873450E-1,9.106808156E-2
4.885405675E1,2.141087651E-1,3.836669028E-2,1.147356331E-1
4.886402175E1,3.057044744E-1,-7.393214852E-2,1.346193254E-1
4.887398675E1,4.043757319E-1,-1.942783892E-1,1.267535090E-1
4.888395275E1,4.653453529E-1,-2.965248525E-1,8.796244115E-2
4.889391775E1,4.604859352E-1,-2.763443589E-1,2.055271715E-2
4.890388275E1,4.005213976E-1,-1.194151938E-1,-6.004279107E-2
4.891384875E1,2.892229855E-1,1.708024591E-1,-1.214857846E-1
4.892381375E1,9.960377961E-2,5.064776540E-1,-1.609847248E-1
4.893377875E1,-1.170250624E-1,7.679280639E-1,-1.469125897E-1
4.894374475E1,-3.005448282E-1,9.103866816E-1,-1.275423467E-1
4.895370975E1,-4.215610921E-1,9.243554473E-1,-1.195453927E-1
4.896367475E1,-5.098124146E-1,7.540857196E-1,-1.155029833E-1
4.897363975E1,-5.473536253E-1,4.754186869E-1,-1.081295460E-1
4.898360575E1,-5.293189883E-1,2.248221487E-1,-8.857368678E-2
4.899357075E1,-4.820741415E-1,4.992609844E-2,-8.326558769E-2
4.900353575E1,-4.046182334E-1,4.418432340E-2,-6.658061594E-2
4.901350175E1,-3.270395994E-1,1.820000708E-1,-1.349186711E-2
4.902346675E1,-2.448549718E-1,3.777147233E-1,6.052324176E-2
4.903343175E1,-1.726366729E-1,5.583421588E-1,1.549097151E-1
4.904339775E1,-1.220773533E-1,6.291715503E-1,2.670255899E-1
4.905336275E1,-9.128431976E-2,5.821564794E-1,3.438035548E-1
4.906332775E1,-6.329902261E-2,4.727436602E-1,3.893816769E-1
4.907329375E1,-6.983548403E-2,3.136466742E-1,4.429312050E-1
4.908325875E1,-8.881743252E-2,1.720935404E-1,4.935219288E-1
4.909322375E1,-1.020870581E-1,6.787663698E-2,5.580276847E-1
4.910318875E1,-1.247018278E-1,3.698184621E-3,6.415249705E-1
4.911315475E1,-1.426756680E-1,-2.688983642E-2,7.098416686E-1
4.912311975E1,-1.493024081E-1,-3.287981451E-2,7.484993339E-1
4.913308475E1,-1.385343820E-1,-3.237229213E-2,7.554976940E-1
4.914305075E1,-1.037689522E-1,-4.251414165E-2,7.248039842E-1
4.915301575E1,-6.831963360E-2,-5.192049220E-2,6.830567122E-1
4.916298075E1,-2.828753181E-2,-3.347703815E-2,6.294600964E-1
4.917294675E1,1.040157862E-2,4.204469733E-3,5.994388461E-1
4.918291175E1,6.007219851E-2,6.391280890E-2,5.941950679E-1
4.919287675E1,1.083912998E-1,1.195440143E-1,6.116452217E-1
4.920284275E1,1.473144740E-1,1.521752030E-1,6.251503825E-1
4.921280775E1,1.873944402E-1,1.831131577E-1,6.291189194E-1
4.922277275E1,2.246355563E-1,1.925516725E-1,6.092940569E-1
4.923273775E1,2.704269290E-1,1.774475873E-1,5.738320351E-1
4.924270375E1,3.184040487E-1,1.386778206E-1,5.299926400E-1
4.925266875E1,3.519840240E-1,7.969318330E-2,4.872897267E-1
4.926263375E1,3.436273038E-1,-1.341572031E-2,4.357881844E-1
4.927259975E1,3.098677099E-1,-1.383485049E-1,3.815753758E-1
4.928256475E1,2.688446641E-1,-2.381123751E-1,3.162350059E-1
4.929252975E1,2.375831157E-1,-2.893032432E-1,2.440830469E-1
4.930249575E1,2.283576578E-1,-2.638798952E-1,1.950257570E-1
4.931246075E1,2.380412817E-1,-1.721029580E-1,1.515430957E-1
4.932242575E1,2.418445498E-1,-3.892493993E-2,1.200035363E-1
4.933239175E1,2.013860047E-1,7.650315017E-2,8.314292878E-2
4.934235675E1,1.161043942E-1,1.046064198E-1,8.502512239E-3
4.935232175E1,-2.588040661E-3,2.707881853E-2,-8.122937381E-2
4.936228675E1,-1.271848232E-1,-1.259022057E-1,-1.721246541E-1
4.937225275E1,-1.913207471E-1,-2.824690640E-1,-2.640657127E-1
4.938221775E1,-1.817852855E-1,-3.536878526E-1,-3.229228854E-1
4.939218275E1,-1.486103237E-1,-3.203192353E-1,-3.199506998E-1
4.940214875E1,-6.022693962E-2,-1.618616879E-1,-2.694688737E-1
4.941211375E1,5.418124422E-2,9.442035854E-2,-2.124926150E-1
4.942207875E1,1.165572703E-1,2.843562067E-1,-1.480976492E-1
4.943204475E1,1.124594882E-1,3.460799754E-1,-1.314415187E-1
4.944200975E1,7.320955396E-2,3.225991428E-1,-1.579229236E-1
4.945197475E1,1.038941788E-3,2.495415658E-1,-1.969264001E-1
4.946194075E1,-8.495932072E-2,1.817268282E-1,-2.347595245E-1
4.947190575E1,-1.302026212E-1,1.077045724E-1,-2.572224140E-1
4.948187075E1,-9.574477375E-2,-3.380938666E-3,-2.578373253E-1
4.949183575E1,5.542621948E-3,-1.294503361E-1,-2.312458754E-1
4.950180175E1,1.136659011E-1,-2.603920996E-1,-2.009175271E-1
4.951176675E1,1.969396025E-1,-3.661076725E-1,-1.717520654E-1
4.952173175E1,2.574231923E-1,-3.825979829E-1,-1.431726217E-1
4.953169775E1,2.768265009E-1,-3.168112338E-1,-1.220864430E-1
4.954166275E1,2.426211387E-1,-2.308063358E-1,-1.108913124E-1
4.955162775E1,1.747360080E-1,-1.572509259E-1,-1.244045496E-1
4.956159375E1,7.494176924E-2,-7.321673632E-2,-1.720559597E-1
4.957155875E1,-5.820871890E-2,2.723172121E-2,-2.381057143E-1
4.958152375E1,-2.199978828E-1,9.000083059E-2,-3.201856911E-1
4.959148875E1,-3.310344517E-1,1.002377346E-1,-3.945683539E-1
4.960145475E1,-3.566636741E-1,7.603412867E-2,-4.365560114E-1
4.961141975E1,-3.352513909E-1,6.781518925E-3,-4.503890872E-1
4.962138475E1,-2.989921868E-1,-8.499713987E-2,-4.291450679E-1
4.963135075E1,-2.450982630E-1,-1.299992055E-1,-3.856927156E-1
4.964131575E1,-1.870983392E-1,-1.462737918E-1,-3.290358186E-1
4.965128075E1,-1.403921992E-1,-1.428174675E-1,-2.697085440E-1
4.966124675E1,-1.093043163E-1,-1.345558167E-1,-2.262590826E-1
